usageclass,checkouttype,materialtype,checkoutyear,checkoutmonth,checkouts,title,isbn,creator,subjects,publisher,publicationyear,sample_design
Digital,OverDrive,EBOOK,2007,3,3,Blink: The Power of Thinking Without Thinking,,Malcolm Gladwell,"Business, Nonfiction, Self-Improvement","Hachette Digital, Inc.",2005,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2007,4,7,Blink: The Power of Thinking Without Thinking,,Malcolm Gladwell,"Business, Nonfiction, Self-Improvement","Hachette Digital, Inc.",2005,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2007,5,2,Blink: The Power of Thinking Without Thinking,,Malcolm Gladwell,"Business, Nonfiction, Self-Improvement","Hachette Digital, Inc.",2005,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2007,6,7,Blink: The Power of Thinking Without Thinking,,Malcolm Gladwell,"Business, Nonfiction, Self-Improvement","Hachette Digital, Inc.",2005,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2007,7,3,Blink: The Power of Thinking Without Thinking,,Malcolm Gladwell,"Business, Nonfiction, Self-Improvement","Hachette Digital, Inc.",2005,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2007,8,8,Blink: The Power of Thinking Without Thinking,,Malcolm Gladwell,"Business, Nonfiction, Self-Improvement","Hachette Digital, Inc.",2005,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2007,9,5,Blink: The Power of Thinking Without Thinking,,Malcolm Gladwell,"Business, Nonfiction, Self-Improvement","Hachette Digital, Inc.",2005,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2007,10,3,Blink: The Power of Thinking Without Thinking,,Malcolm Gladwell,"Business, Nonfiction, Self-Improvement","Hachette Digital, Inc.",2005,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2007,11,6,Blink: The Power of Thinking Without Thinking,,Malcolm Gladwell,"Business, Nonfiction, Self-Improvement","Hachette Digital, Inc.",2005,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2007,12,3,Blink: The Power of Thinking Without Thinking,,Malcolm Gladwell,"Business, Nonfiction, Self-Improvement","Hachette Digital, Inc.",2005,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2008,1,5,Blink: The Power of Thinking Without Thinking (unabridged) (Unabridged),,Malcolm Gladwell,"Business, New Age, Nonfiction, Psychology, Self-Improvement",Hachette Audio,2006,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2008,2,4,Blink: The Power of Thinking Without Thinking (unabridged) (Unabridged),,Malcolm Gladwell,"Business, New Age, Nonfiction, Psychology, Self-Improvement",Hachette Audio,2006,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2008,3,5,Blink: The Power of Thinking Without Thinking (unabridged) (Unabridged),,Malcolm Gladwell,"Business, New Age, Nonfiction, Psychology, Self-Improvement",Hachette Audio,2006,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2008,4,5,Blink: The Power of Thinking Without Thinking (unabridged) (Unabridged),,Malcolm Gladwell,"Business, New Age, Nonfiction, Psychology, Self-Improvement",Hachette Audio,2006,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2008,5,4,Blink: The Power of Thinking Without Thinking (unabridged) (Unabridged),,Malcolm Gladwell,"Business, New Age, Nonfiction, Psychology, Self-Improvement",Hachette Audio,2006,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2008,6,5,Blink: The Power of Thinking Without Thinking (unabridged) (Unabridged),,Malcolm Gladwell,"Business, New Age, Nonfiction, Psychology, Self-Improvement",Hachette Audio,2006,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2008,7,5,Blink: The Power of Thinking Without Thinking (unabridged) (Unabridged),,Malcolm Gladwell,"Business, New Age, Nonfiction, Psychology, Self-Improvement",Hachette Audio,2006,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2008,8,4,Blink: The Power of Thinking Without Thinking (unabridged) (Unabridged),,Malcolm Gladwell,"Business, New Age, Nonfiction, Psychology, Self-Improvement",Hachette Audio,2006,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2008,9,2,Blink: The Power of Thinking Without Thinking (unabridged) (Unabridged),,Malcolm Gladwell,"Business, New Age, Nonfiction, Psychology, Self-Improvement",Hachette Audio,2006,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2008,10,3,Blink: The Power of Thinking Without Thinking (unabridged) (Unabridged),,Malcolm Gladwell,"Business, New Age, Nonfiction, Psychology, Self-Improvement",Hachette Audio,2006,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2008,11,5,Blink: The Power of Thinking Without Thinking (unabridged) (Unabridged),,Malcolm Gladwell,"Business, New Age, Nonfiction, Psychology, Self-Improvement",Hachette Audio,2006,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2008,12,5,Blink: The Power of Thinking Without Thinking (unabridged) (Unabridged),,Malcolm Gladwell,"Business, New Age, Nonfiction, Psychology, Self-Improvement",Hachette Audio,2006,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2009,1,7,"Breaking Dawn: The Twilight Saga, Book 4 (unabridged) (Unabridged)",,Stephenie Meyer,"Fantasy, Romance, Young Adult Fiction",Books on Tape,2008,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2009,2,6,"Breaking Dawn: The Twilight Saga, Book 4 (unabridged) (Unabridged)",,Stephenie Meyer,"Fantasy, Romance, Young Adult Fiction",Books on Tape,2008,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2009,3,9,"Breaking Dawn: The Twilight Saga, Book 4 (unabridged) (Unabridged)",,Stephenie Meyer,"Fantasy, Romance, Young Adult Fiction",Books on Tape,2008,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2009,4,11,"Breaking Dawn: The Twilight Saga, Book 4 (unabridged) (Unabridged)",,Stephenie Meyer,"Fantasy, Romance, Young Adult Fiction",Books on Tape,2008,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2009,5,10,"Breaking Dawn: The Twilight Saga, Book 4 (unabridged) (Unabridged)",,Stephenie Meyer,"Fantasy, Romance, Young Adult Fiction",Books on Tape,2008,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2009,6,11,"Breaking Dawn: The Twilight Saga, Book 4 (unabridged) (Unabridged)",,Stephenie Meyer,"Fantasy, Romance, Young Adult Fiction",Books on Tape,2008,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2009,7,12,"Breaking Dawn: The Twilight Saga, Book 4 (unabridged) (Unabridged)",,Stephenie Meyer,"Fantasy, Romance, Young Adult Fiction",Books on Tape,2008,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2009,8,8,"Breaking Dawn: The Twilight Saga, Book 4 (unabridged) (Unabridged)",,Stephenie Meyer,"Fantasy, Romance, Young Adult Fiction",Books on Tape,2008,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2009,9,12,"Breaking Dawn: The Twilight Saga, Book 4 (unabridged) (Unabridged)",,Stephenie Meyer,"Fantasy, Romance, Young Adult Fiction",Books on Tape,2008,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2009,10,12,"Breaking Dawn: The Twilight Saga, Book 4 (unabridged) (Unabridged)",,Stephenie Meyer,"Fantasy, Romance, Young Adult Fiction",Books on Tape,2008,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2009,11,9,"Breaking Dawn: The Twilight Saga, Book 4 (unabridged) (Unabridged)",,Stephenie Meyer,"Fantasy, Romance, Young Adult Fiction",Books on Tape,2008,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2009,12,13,"Breaking Dawn: The Twilight Saga, Book 4 (unabridged) (Unabridged)",,Stephenie Meyer,"Fantasy, Romance, Young Adult Fiction",Books on Tape,2008,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2010,3,4,"Catching Fire: The Hunger Games Series, Book 2 (unabridged) (Unabridged)",,Suzanne Collins,"Science Fiction, Thriller, Young Adult Fiction",Scholastic Inc. Audiobooks,2010,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2010,4,4,"Catching Fire: The Hunger Games Series, Book 2 (unabridged) (Unabridged)",,Suzanne Collins,"Science Fiction, Thriller, Young Adult Fiction",Scholastic Inc. Audiobooks,2010,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2010,5,5,"Catching Fire: The Hunger Games Series, Book 2 (unabridged) (Unabridged)",,Suzanne Collins,"Science Fiction, Thriller, Young Adult Fiction",Scholastic Inc. Audiobooks,2010,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2010,6,5,"Catching Fire: The Hunger Games Series, Book 2 (unabridged) (Unabridged)",,Suzanne Collins,"Science Fiction, Thriller, Young Adult Fiction",Scholastic Inc. Audiobooks,2010,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2010,7,8,"Catching Fire: The Hunger Games Series, Book 2 (unabridged) (Unabridged)",,Suzanne Collins,"Science Fiction, Thriller, Young Adult Fiction",Scholastic Inc. Audiobooks,2010,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2010,8,4,"Catching Fire: The Hunger Games Series, Book 2 (unabridged) (Unabridged)",,Suzanne Collins,"Science Fiction, Thriller, Young Adult Fiction",Scholastic Inc. Audiobooks,2010,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2010,9,12,"Catching Fire: The Hunger Games Series, Book 2 (unabridged) (Unabridged)",,Suzanne Collins,"Science Fiction, Thriller, Young Adult Fiction",Scholastic Inc. Audiobooks,2010,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2010,10,14,"Catching Fire: The Hunger Games Series, Book 2 (unabridged) (Unabridged)",,Suzanne Collins,"Science Fiction, Thriller, Young Adult Fiction",Scholastic Inc. Audiobooks,2010,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2010,11,15,"Catching Fire: The Hunger Games Series, Book 2 (unabridged) (Unabridged)",,Suzanne Collins,"Science Fiction, Thriller, Young Adult Fiction",Scholastic Inc. Audiobooks,2010,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2010,12,20,"Catching Fire: The Hunger Games Series, Book 2 (unabridged) (Unabridged)",,Suzanne Collins,"Science Fiction, Thriller, Young Adult Fiction",Scholastic Inc. Audiobooks,2010,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2011,3,5,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2011,6,14,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2011,7,18,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2011,8,30,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2011,9,25,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2011,10,36,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2011,11,38,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2011,12,36,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2012,2,43,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2012,3,50,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2012,4,50,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2012,5,51,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2012,6,49,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2012,7,55,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2012,8,60,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2012,9,63,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2012,10,72,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2012,11,60,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2012,12,54,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2013,1,85,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2013,2,63,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2013,3,64,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2013,4,80,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2013,5,65,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2013,9,73,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2013,10,61,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2013,11,59,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2013,12,63,The Paris Wife: A Novel,,Paula McLain,"Fiction, Historical Fiction, Literature","Random House, Inc.",2011,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2014,1,188,Consumer Reports,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2014,2,179,Consumer Reports,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2014,3,141,Consumer Reports,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2014,4,184,Consumer Reports,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2014,5,123,Consumer Reports,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2014,6,93,Consumer Reports,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2014,8,79,Consumer Reports,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2014,9,70,Consumer Reports,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2014,11,76,Consumer Reports,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2014,12,83,Consumer Reports,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2015,1,112,Newsweek,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2015,2,129,Newsweek,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2015,3,111,Newsweek,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2015,4,136,Newsweek,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2015,5,116,Newsweek,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2015,6,71,Newsweek,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2015,7,98,Newsweek,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2015,8,97,Newsweek,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2015,9,122,Newsweek,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2015,10,106,Newsweek,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2015,11,108,Newsweek,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2015,12,112,Newsweek,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2016,2,90,Newsweek,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2016,4,119,Newsweek,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2016,5,187,Newsweek,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2016,9,129,Newsweek,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2016,10,141,Newsweek,,,,,,balanced_by_year_and_usageclass
Digital,Zinio,MAGAZINE,2016,11,143,Newsweek,,,,,,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2017,3,178,Commonwealth,,Ann Patchett,"Fiction, Literature",HarperCollins Publishers Inc.,2016,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2017,5,156,Commonwealth,,Ann Patchett,"Fiction, Literature",HarperCollins Publishers Inc.,2016,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2017,9,137,Commonwealth,,Ann Patchett,"Fiction, Literature",HarperCollins Publishers Inc.,2016,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2017,10,129,Commonwealth,,Ann Patchett,"Fiction, Literature",HarperCollins Publishers Inc.,2016,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2017,11,130,Commonwealth,,Ann Patchett,"Fiction, Literature",HarperCollins Publishers Inc.,2016,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2017,12,149,Commonwealth,,Ann Patchett,"Fiction, Literature",HarperCollins Publishers Inc.,2016,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2018,6,4,The Red Pencil (Unabridged),,Andrea Davis Pinkney,"Juvenile Fiction, Juvenile Literature",Hachette Audio,2014,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2018,8,5,The Red Pencil (Unabridged),,Andrea Davis Pinkney,"Juvenile Fiction, Juvenile Literature",Hachette Audio,2014,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2018,9,3,The Red Pencil (Unabridged),,Andrea Davis Pinkney,"Juvenile Fiction, Juvenile Literature",Hachette Audio,2014,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2018,10,2,The Red Pencil (Unabridged),,Andrea Davis Pinkney,"Juvenile Fiction, Juvenile Literature",Hachette Audio,2014,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2018,11,716,The Red Pencil (Unabridged),,Andrea Davis Pinkney,"Juvenile Fiction, Juvenile Literature",Hachette Audio,2014,balanced_by_year_and_usageclass
Digital,OverDrive,AUDIOBOOK,2018,12,427,The Red Pencil (Unabridged),,Andrea Davis Pinkney,"Juvenile Fiction, Juvenile Literature",Hachette Audio,2014,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2019,1,424,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2019,2,375,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2019,3,414,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2019,4,447,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2019,5,464,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2019,6,450,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2019,7,488,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2019,8,489,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2019,9,423,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2019,10,318,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2019,11,264,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2019,12,387,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2020,2,226,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2020,3,383,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2020,4,409,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2020,5,270,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2020,6,180,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
Digital,OverDrive,EBOOK,2020,7,204,"Crazy Rich Asians: Crazy Rich Asians Series, Book 1",,Kevin Kwan,"Fiction, Humor (Fiction), Literature, Romance","Random House, Inc.",2013,balanced_by_year_and_usageclass
